,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.26342154,90.69351,0.26342154,0.26342154,84.25913,113.30703,66.6138,0.26342154,0.26342154,0.26342154,79.65042,0.26342154,87.00796,68.14721,72.699455,0.26342154,78.70553,102.14796,98.222336,88.16877,0.26342154,57.306816,83.35955,97.80546,100.539276,77.35555,98.8997,90.88815,0.26342154,99.33646,76.182304,0.26342154,0.26342154,0.26342154,80.255135,0.26342154,91.881134,89.92326,0.26342154,0.26342154,93.68524,111.42962,110.43021,0.26342154,0.26342154,0.26342154,0.26342154,102.74045,0.26342154,0.26342154,91.64498,81.873405,0.26342154,0.26342154,92.939964,93.36137,86.88049,87.46142,0.26342154,0.26342154,110.74851,0.26342154,0.26342154,0.26342154,0.26342154,0.26342154,80.22935,83.534134,100.69322,0.26342154,0.26342154,95.26883,71.87345,0.26342154,107.2453,105.61719,85.17286,0.26342154,101.80144,0.26342154,0.26342154,0.26342154,93.002716,65.13344,0.26342154,111.90331,0.26342154,95.09252,0.26342154,0.26342154,0.26342154,0.26342154,110.5984,0.26342154,0.26342154,0.26342154,93.378815,0.26342154,0.26342154,0.26342154
1,0.26342154,90.30721,0.26342154,0.26342154,83.807724,113.16304,65.59453,0.26342154,0.26342154,0.26342154,71.55914,0.26342154,86.57726,67.2034,71.78419,0.26342154,77.76511,85.93717,97.952446,87.84425,0.26342154,56.158344,58.899963,97.5173,100.29356,76.41731,98.64595,90.69947,0.26342154,99.08005,75.344185,0.26342154,0.26342154,0.26342154,79.77927,0.26342154,91.69101,88.77799,0.26342154,0.26342154,93.42545,111.30722,110.30815,0.26342154,0.26342154,0.26342154,0.26342154,102.57345,0.26342154,0.26342154,91.36775,81.3907,0.26342154,0.26342154,92.75076,93.12044,86.50969,87.22684,0.26342154,0.26342154,110.52933,0.26342154,0.26342154,0.26342154,0.26342154,0.26342154,79.86519,82.8378,100.50746,0.26342154,0.26342154,95.0388,71.114586,0.26342154,106.83353,105.46763,84.92005,0.26342154,79.034035,0.26342154,0.26342154,0.26342154,92.82154,64.38951,0.26342154,98.5033,0.26342154,94.86123,0.26342154,0.26342154,0.26342154,0.26342154,110.475914,0.26342154,0.26342154,0.26342154,93.05241,0.26342154,0.26342154,0.26342154
2,0.26342154,90.019936,0.26342154,0.26342154,83.46994,113.05772,64.79688,0.26342154,0.26342154,0.26342154,71.02709,0.26342154,86.3135,66.47194,71.07545,0.26342154,77.03724,77.90164,97.75393,87.60383,0.26342154,55.24512,57.385754,97.30448,100.1126,75.69091,98.45896,90.560936,0.26342154,98.89107,74.69958,0.26342154,0.26342154,0.26342154,79.42275,0.26342154,91.55141,88.382996,0.26342154,0.26342154,93.23388,111.2178,110.20491,0.26342154,0.26342154,0.26342154,0.26342154,102.45105,0.26342154,0.26342154,91.163055,81.028984,0.26342154,0.26342154,92.58179,92.91125,86.23409,87.05405,0.26342154,0.26342154,110.36826,0.26342154,0.26342154,0.26342154,0.26342154,0.26342154,1.5684296,82.30858,98.03432,0.26342154,0.26342154,94.869514,70.533356,0.26342154,106.7137,105.35816,84.73356,0.26342154,78.31596,0.26342154,0.26342154,0.26342154,92.63036,63.818928,0.26342154,98.16776,0.26342154,94.690994,0.26342154,0.26342154,0.26342154,0.26342154,110.3864,0.26342154,0.26342154,0.26342154,92.81066,0.26342154,0.26342154,0.26342154
3,0.26342154,89.77501,0.26342154,0.26342154,83.180565,112.96899,64.088524,0.26342154,0.26342154,0.26342154,70.57896,0.26342154,86.08912,65.82605,70.451584,0.26342154,76.396805,76.50326,97.58571,87.39941,0.26342154,54.422848,54.675724,97.12399,99.95945,75.0516,98.30064,90.44392,0.26342154,98.731026,74.13533,0.26342154,0.26342154,0.26342154,79.11704,0.26342154,91.433495,88.046,0.26342154,0.26342154,93.07154,111.14253,100.25128,0.26342154,0.26342154,0.26342154,0.26342154,102.347824,0.26342154,0.26342154,90.98945,80.71878,0.26342154,0.26342154,0.26342154,76.91061,85.99923,86.90776,0.26342154,0.26342154,110.23217,0.26342154,0.26342154,0.26342154,0.26342154,0.26342154,0.26342154,81.84971,97.917015,0.26342154,0.26342154,94.7263,70.02625,0.26342154,106.401436,105.26591,84.575516,0.26342154,77.761406,0.26342154,0.26342154,0.26342154,40.04573,63.320545,0.26342154,97.971886,0.26342154,94.54697,0.26342154,0.26342154,0.26342154,0.26342154,110.31108,0.26342154,0.26342154,0.26342154,92.6052,0.26342154,0.26342154,0.26342154
4,0.26342154,89.55425,0.26342154,0.26342154,82.918625,112.88984,63.426052,0.26342154,0.26342154,0.26342154,70.17395,0.26342154,85.88724,65.225204,69.872955,0.26342154,75.80304,75.80863,97.43485,87.21561,0.26342154,53.643505,53.40205,96.96201,99.82226,74.45875,98.15874,90.3393,0.26342154,98.58761,73.614716,0.26342154,0.26342154,0.26342154,78.84013,0.26342154,91.32806,87.741356,0.26342154,0.26342154,92.92602,111.07543,100.12563,0.26342154,0.26342154,0.26342154,0.26342154,102.25563,0.26342154,0.26342154,90.83369,80.43777,0.26342154,0.26342154,0.26342154,76.58545,85.787605,86.776695,0.26342154,0.26342154,110.110405,0.26342154,0.26342154,0.26342154,0.26342154,0.26342154,0.26342154,81.42997,97.837395,0.26342154,0.26342154,94.598045,69.559784,0.26342154,106.091866,105.18359,84.4338,0.26342154,77.27608,0.26342154,0.26342154,0.26342154,33.063858,62.861607,0.26342154,97.80237,0.26342154,94.41799,0.26342154,0.26342154,0.26342154,0.26342154,110.24393,0.26342154,0.26342154,0.26342154,92.4205,0.26342154,0.26342154,0.26342154
5,0.26342154,89.34917,0.26342154,0.26342154,82.67437,112.816986,62.78869,0.26342154,0.26342154,0.26342154,69.7948,0.26342154,85.69998,64.6502,69.32079,0.26342154,75.23664,75.35027,97.2954,87.04522,0.26342154,52.883507,53.16532,96.81215,99.69552,73.89311,98.02762,90.24281,0.26342154,98.455055,73.12035,0.26342154,0.26342154,0.26342154,78.58173,0.26342154,91.23082,87.45728,0.26342154,0.26342154,92.79147,111.01372,100.04852,0.26342154,0.26342154,0.26342154,0.26342154,102.17071,0.26342154,0.26342154,90.68958,80.1755,0.26342154,0.26342154,0.26342154,76.34442,85.59107,86.65562,0.26342154,0.26342154,109.99807,0.26342154,0.26342154,0.26342154,0.26342154,0.26342154,0.26342154,81.03469,97.76495,0.26342154,0.26342154,94.479614,69.11814,0.26342154,106.01482,105.10779,84.30278,0.26342154,76.82947,0.26342154,0.26342154,0.26342154,22.784302,62.426655,0.26342154,97.64869,0.26342154,94.29886,0.26342154,0.26342154,0.26342154,0.26342154,110.182175,0.26342154,0.26342154,0.26342154,92.24933,0.26342154,0.26342154,0.26342154
6,0.26342154,89.15501,0.26342154,0.26342154,82.4423,112.74861,62.164284,0.26342154,0.26342154,0.26342154,69.43225,0.26342154,85.522964,64.08987,68.78429,0.26342154,74.68653,74.92383,97.163925,86.884254,0.26342154,52.128464,52.898216,96.6708,99.576164,73.343605,97.904106,90.15207,0.26342154,98.33018,72.64241,0.26342154,0.26342154,0.26342154,78.33608,0.26342154,91.13939,87.18728,0.26342154,0.26342154,92.66468,110.955826,99.97949,0.26342154,0.26342154,0.26342154,0.26342154,102.09091,0.26342154,0.26342154,90.55369,79.926125,0.26342154,0.26342154,0.26342154,76.1316,85.40509,86.541565,0.26342154,0.26342154,109.892395,0.26342154,0.26342154,0.26342154,0.26342154,0.26342154,0.26342154,80.655594,97.69747,0.26342154,0.26342154,94.36811,68.69237,0.26342154,105.94329,105.03663,84.179276,0.26342154,76.40695,0.26342154,0.26342154,0.26342154,0.26342154,62.00691,0.26342154,97.505646,0.26342154,94.186714,0.26342154,0.26342154,0.26342154,0.26342154,110.12423,0.26342154,0.26342154,0.26342154,92.087654,0.26342154,0.26342154,0.26342154
7,0.26342154,88.96883,0.26342154,0.26342154,82.21896,112.68356,61.54478,0.26342154,0.26342154,0.26342154,69.08064,0.26342154,85.37849,63.53697,68.256485,0.26342154,74.14556,74.51727,97.03839,86.730194,0.26342154,51.368187,52.584473,96.53574,99.46228,72.80309,97.78621,90.06561,0.26342154,98.21097,72.17455,0.26342154,0.26342154,0.26342154,78.09955,0.26342154,91.05225,86.92727,0.26342154,0.26342154,92.5436,110.90079,99.91585,0.26342154,0.26342154,0.26342154,0.26342154,102.01495,0.26342154,0.26342154,90.42384,79.686005,0.26342154,0.26342154,0.26342154,75.93625,85.22679,86.432724,0.26342154,0.26342154,109.791664,0.26342154,0.26342154,0.26342154,0.26342154,0.26342154,0.26342154,80.287445,97.6336,0.26342154,0.26342154,94.26175,68.27676,0.26342154,105.87584,104.96891,84.061325,0.26342154,76.000175,0.26342154,0.26342154,0.26342154,0.26342154,61.596798,0.26342154,97.37019,0.26342154,94.07972,0.26342154,0.26342154,0.26342154,0.26342154,110.06913,0.26342154,0.26342154,0.26342154,91.93295,0.26342154,0.26342154,0.26342154
8,0.26342154,88.78862,0.26342154,0.26342154,82.00206,112.621086,60.924255,0.26342154,0.26342154,0.26342154,68.73618,0.26342154,85.23412,62.986343,67.73244,0.26342154,73.60867,74.12346,96.917366,86.58135,0.26342154,50.59452,52.16892,96.405464,99.35257,72.26654,97.6726,89.982445,0.26342154,98.0961,71.7124,0.26342154,0.26342154,0.26342154,77.869705,0.26342154,90.96842,86.67452,0.26342154,0.26342154,92.426895,110.84796,99.85605,0.26342154,0.26342154,0.26342154,0.26342154,101.94195,0.26342154,0.26342154,90.29861,79.45264,0.26342154,0.26342154,0.26342154,75.75274,85.05425,86.32787,0.26342154,0.26342154,109.694725,0.26342154,0.26342154,0.26342154,0.26342154,0.26342154,0.26342154,79.926704,97.572495,0.26342154,0.26342154,94.15932,67.86741,0.26342154,105.81149,104.90388,83.94763,0.26342154,75.60377,0.26342154,0.26342154,0.26342154,0.26342154,61.19243,0.26342154,97.240425,0.26342154,93.97668,0.26342154,0.26342154,0.26342154,0.26342154,110.01627,0.26342154,0.26342154,0.26342154,91.78352,0.26342154,0.26342154,0.26342154
9,0.26342154,88.61298,0.26342154,0.26342154,81.78994,112.560646,60.298016,0.26342154,0.26342154,0.26342154,68.39613,0.26342154,85.0709,62.433968,67.208435,0.26342154,73.072044,73.7376,96.79987,86.43655,0.26342154,49.800247,51.80648,96.2789,99.246124,71.7301,97.562355,89.90185,0.26342154,97.98461,71.25269,0.26342154,0.26342154,0.26342154,77.64483,0.26342154,90.8872,86.427124,0.26342154,0.26342154,92.31359,110.796875,99.79913,0.26342154,0.26342154,0.26342154,0.26342154,101.87126,0.26342154,0.26342154,90.17695,79.22428,0.26342154,0.26342154,0.26342154,75.57773,84.886154,86.22612,0.26342154,0.26342154,109.60075,0.26342154,0.26342154,0.26342154,0.26342154,0.26342154,0.26342154,79.57077,97.513535,0.26342154,0.26342154,94.05996,67.46142,0.26342154,105.74954,104.840935,83.83722,0.26342154,75.21406,0.26342154,0.26342154,0.26342154,0.26342154,60.79096,0.26342154,97.11503,0.26342154,93.87672,0.26342154,0.26342154,0.26342154,0.26342154,109.965126,0.26342154,0.26342154,0.26342154,91.63817,0.26342154,0.26342154,0.26342154
